"id","idProdutoCafe","idFuncionario","idUsuario","DataCompra","Qtde","Unitario","Total","update_at","deleted_at","insert_at"
"227","5","4968","4629","14/8/2023","1","2.3","2.3","1/1/1 00:00:00",,"14/8/2023 10:58:38"
"228","2","4967","4629","14/8/2023","2","2.3","4.6","1/1/1 00:00:00",,"14/8/2023 10:58:53"
"229","5","4968","4629","16/8/2023","1","2.3","2.3","1/1/1 00:00:00",,"16/8/2023 09:50:38"
"230","2","4968","4629","16/8/2023","1","2.3","2.3","1/1/1 00:00:00",,"16/8/2023 14:03:41"
"231","5","4968","4629","17/8/2023","4","2.3","9.2","1/1/1 00:00:00",,"17/8/2023 09:36:58"
"232","4","1774","4629","17/8/2023","1","2.3","2.3","1/1/1 00:00:00",,"17/8/2023 09:37:17"
"233","5","5422","4629","18/8/2023","2","2.3","4.6","1/1/1 00:00:00",,"18/8/2023 10:16:42"
"234","2","5418","4629","18/8/2023","2","2.3","4.6","1/1/1 00:00:00",,"18/8/2023 10:17:07"
"235","5","4968","4629","18/8/2023","2","2.3","4.6","1/1/1 00:00:00",,"18/8/2023 10:17:31"
"236","2","4967","4629","18/8/2023","2","2.3","4.6","1/1/1 00:00:00",,"18/8/2023 10:17:50"
"237","2","5420","4629","18/8/2023","2","2.3","4.6","1/1/1 00:00:00",,"18/8/2023 10:18:10"
"238","5","5422","4629","19/8/2023","2","2.3","4.6","1/1/1 00:00:00",,"19/8/2023 08:36:28"
"239","2","4968","4629","19/8/2023","1","2.3","2.3","1/1/1 00:00:00",,"19/8/2023 08:36:43"
"240","5","5418","4629","19/8/2023","2","2.3","4.6","1/1/1 00:00:00",,"19/8/2023 08:36:55"
"241","5","4629","4629","19/8/2023","2","2.3","4.6","1/1/1 00:00:00",,"19/8/2023 10:13:44"
"242","5","5422","4629","21/8/2023","2","2.3","4.6","1/1/1 00:00:00",,"21/8/2023 14:00:37"
"243","2","4968","4629","21/8/2023","1","2.3","2.3","1/1/1 00:00:00",,"21/8/2023 14:00:52"
"244","2","5418","4629","21/8/2023","2","2.3","4.6","1/1/1 00:00:00",,"21/8/2023 14:01:20"
"245","5","4968","4629","22/8/2023","1","2.3","2.3","1/1/1 00:00:00",,"22/8/2023 16:08:36"
"246","2","5420","4629","22/8/2023","2","2.3","4.6","1/1/1 00:00:00",,"22/8/2023 16:09:24"
"247","4","2472","4629","22/8/2023","2","2.3","4.6","1/1/1 00:00:00",,"22/8/2023 17:54:31"
"248","5","4968","4629","25/8/2023","2","2.3","4.6","1/1/1 00:00:00",,"25/8/2023 09:30:32"
"249","2","5420","4629","25/8/2023","2","2.3","4.6","1/1/1 00:00:00",,"25/8/2023 09:30:58"
"250","2","4967","4629","25/8/2023","2","2.3","4.6","1/1/1 00:00:00",,"25/8/2023 09:31:14"
"251","5","5422","4629","25/8/2023","2","2.3","4.6","1/1/1 00:00:00",,"25/8/2023 09:32:02"
"252","5","4629","4629","25/8/2023","2","2.3","4.6","1/1/1 00:00:00",,"25/8/2023 09:32:17"
"253","2","1774","4629","25/8/2023","1","2.3","2.3","1/1/1 00:00:00",,"25/8/2023 10:52:37"
"254","2","4968","4629","26/8/2023","1","2.3","2.3","1/1/1 00:00:00",,"26/8/2023 09:38:04"
"255","5","5422","4629","28/8/2023","2","2.3","4.6","1/1/1 00:00:00",,"28/8/2023 08:00:37"
"256","5","4968","4629","28/8/2023","1","2.3","2.3","1/1/1 00:00:00",,"28/8/2023 08:01:49"
"257","2","1774","4629","28/8/2023","1","2.3","2.3","1/1/1 00:00:00",,"28/8/2023 13:56:24"
"258","2","5420","4629","29/8/2023","2","2.3","4.6","1/1/1 00:00:00",,"29/8/2023 08:08:30"
"259","2","4967","4629","29/8/2023","2","2.3","4.6","1/1/1 00:00:00",,"29/8/2023 08:08:53"
"260","5","5422","4629","29/8/2023","2","2.3","4.6","1/1/1 00:00:00",,"29/8/2023 08:09:14"
"261","5","4968","4629","29/8/2023","1","2.3","2.3","1/1/1 00:00:00",,"29/8/2023 13:45:11"
"262","5","4968","4629","30/8/2023","1","2.3","2.3","1/1/1 00:00:00",,"30/8/2023 15:48:04"
"263","2","5420","4629","30/8/2023","2","2.3","4.6","1/1/1 00:00:00",,"30/8/2023 15:48:21"
"264","2","4967","4629","30/8/2023","2","2.3","4.6","1/1/1 00:00:00",,"30/8/2023 15:48:39"
"265","5","5422","4971","30/8/2023","2","2.3","4.6","1/1/1 00:00:00",,"30/8/2023 17:19:56"
"266","5","4968","4971","31/8/2023","1","2.3","2.3","1/1/1 00:00:00",,"31/8/2023 11:21:19"
"267","5","4968","4971","31/8/2023","1","2.3","2.3","1/1/1 00:00:00",,"31/8/2023 17:09:34"
"268","5","4629","4629","1/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"1/9/2023 16:18:21"
"269","5","5418","4629","2/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"2/9/2023 08:20:14"
"270","2","4866","4629","2/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"2/9/2023 08:33:45"
"271","2","5420","4629","4/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"4/9/2023 10:31:17"
"272","2","4967","4629","4/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"4/9/2023 10:31:33"
"273","5","4968","4629","4/9/2023","1","2.3","2.3","1/1/1 00:00:00",,"4/9/2023 10:31:49"
"274","2","1774","4629","4/9/2023","1","2.3","2.3","1/1/1 00:00:00",,"4/9/2023 10:47:03"
"275","5","5418","4629","4/9/2023","6","2.3","13.8","1/1/1 00:00:00",,"4/9/2023 15:21:22"
"276","5","4629","4629","4/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"4/9/2023 16:17:09"
"277","2","1774","4971","5/9/2023","1","2.3","2.3","1/1/1 00:00:00",,"5/9/2023 14:03:52"
"278","5","4968","4629","8/9/2023","1","2.3","2.3","1/1/1 00:00:00",,"8/9/2023 08:47:09"
"279","5","5418","4629","8/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"8/9/2023 08:47:22"
"280","2","1774","4971","8/9/2023","1","2.3","2.3","1/1/1 00:00:00",,"8/9/2023 09:48:57"
"281","5","4968","4629","8/9/2023","1","2.3","2.3","1/1/1 00:00:00",,"8/9/2023 14:13:22"
"282","2","5420","4629","8/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"8/9/2023 15:01:46"
"283","2","4967","4629","8/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"8/9/2023 15:38:43"
"284","5","4629","4629","8/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"8/9/2023 16:00:54"
"285","2","1774","4971","9/9/2023","1","2.3","2.3","1/1/1 00:00:00",,"9/9/2023 09:08:42"
"286","4","5420","4971","9/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"9/9/2023 09:08:57"
"287","5","4967","4971","9/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"9/9/2023 09:09:17"
"288","5","5418","4629","11/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"11/9/2023 09:45:26"
"289","5","4968","4629","11/9/2023","1","2.3","2.3","1/1/1 00:00:00",,"11/9/2023 09:45:54"
"290","2","5420","4629","13/9/2023","1","2.3","2.3","1/1/1 00:00:00",,"13/9/2023 08:38:51"
"291","2","4967","4629","13/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"13/9/2023 08:39:07"
"292","5","4968","4629","13/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"13/9/2023 08:39:26"
"293","2","5420","4629","13/9/2023","1","2.3","2.3","1/1/1 00:00:00",,"13/9/2023 10:08:09"
"294","2","1774","4629","13/9/2023","1","2.3","2.3","1/1/1 00:00:00",,"13/9/2023 10:08:24"
"295","2","4967","4629","13/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"13/9/2023 10:08:38"
"296","5","4968","4629","15/9/2023","3","2.3","6.9","1/1/1 00:00:00",,"15/9/2023 09:30:01"
"297","2","5420","4629","15/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"15/9/2023 09:30:14"
"298","2","4967","4629","15/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"15/9/2023 09:30:33"
"299","1","4974","4629","15/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"15/9/2023 09:35:13"
"300","2","4866","4629","15/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"15/9/2023 09:35:28"
"301","5","4629","4629","15/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"15/9/2023 16:14:44"
"302","2","5420","4629","15/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"15/9/2023 16:58:01"
"303","2","5418","4629","15/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"15/9/2023 16:58:16"
"304","4","5420","4971","18/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"18/9/2023 16:07:17"
"305","5","4968","4971","18/9/2023","1","2.3","2.3","1/1/1 00:00:00",,"18/9/2023 16:07:30"
"306","1","4967","4971","18/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"18/9/2023 16:07:49"
"307","1","4967","4971","19/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"19/9/2023 10:16:54"
"308","2","1774","4971","19/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"19/9/2023 10:17:06"
"309","4","4974","4971","19/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"19/9/2023 10:19:23"
"310","1","5418","4971","21/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"21/9/2023 09:49:33"
"311","4","5420","4971","22/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"22/9/2023 14:53:48"
"312","2","4967","4971","22/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"22/9/2023 14:54:05"
"313","5","5418","4971","22/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"22/9/2023 14:54:57"
"314","5","2472","4971","22/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"22/9/2023 14:55:15"
"315","2","1774","4971","22/9/2023","1","2.3","2.3","1/1/1 00:00:00",,"22/9/2023 14:55:48"
"316","5","5422","4629","23/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"23/9/2023 08:40:26"
"317","5","4968","4629","23/9/2023","1","2.3","2.3","1/1/1 00:00:00",,"23/9/2023 08:40:47"
"318","2","4967","4629","23/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"23/9/2023 09:08:10"
"319","5","4629","4629","23/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"23/9/2023 09:59:15"
"320","5","5422","4971","25/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"25/9/2023 08:27:09"
"321","2","4967","4971","25/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"25/9/2023 08:38:17"
"322","1","5420","4971","25/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"25/9/2023 08:38:34"
"323","5","4968","4971","25/9/2023","1","2.3","2.3","1/1/1 00:00:00",,"25/9/2023 14:08:13"
"324","5","5422","4971","25/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"25/9/2023 15:59:37"
"325","5","5420","4971","26/9/2023","1","2.3","2.3","1/1/1 00:00:00",,"26/9/2023 15:57:33"
"326","5","4968","4971","26/9/2023","1","2.3","2.3","1/1/1 00:00:00",,"26/9/2023 15:57:50"
"327","2","4967","4971","26/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"26/9/2023 15:58:04"
"328","5","4866","4971","26/9/2023","1","2.3","2.3","1/1/1 00:00:00",,"26/9/2023 15:58:19"
"329","5","4968","4629","28/9/2023","1","2.3","2.3","1/1/1 00:00:00",,"28/9/2023 10:02:42"
"330","2","1774","4629","28/9/2023","1","2.3","2.3","1/1/1 00:00:00",,"28/9/2023 10:02:56"
"331","2","4967","4629","28/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"28/9/2023 10:03:24"
"332","5","5422","4629","28/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"28/9/2023 10:04:34"
"333","2","1774","4629","28/9/2023","1","2.3","2.3","1/1/1 00:00:00",,"28/9/2023 17:17:32"
"334","2","5420","4629","28/9/2023","1","2.3","2.3","1/1/1 00:00:00",,"28/9/2023 17:17:44"
"335","5","4968","4629","28/9/2023","1","2.3","2.3","1/1/1 00:00:00",,"28/9/2023 17:18:12"
"336","5","5422","4629","29/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"29/9/2023 08:55:17"
"337","5","5418","4629","29/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"29/9/2023 10:29:53"
"338","2","4967","4629","29/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"29/9/2023 10:30:06"
"339","5","5418","4629","30/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"30/9/2023 08:16:33"
"340","5","5422","4629","30/9/2023","2","2.3","4.6","1/1/1 00:00:00",,"30/9/2023 08:16:49"
"341","5","4968","4629","30/9/2023","1","2.3","2.3","1/1/1 00:00:00",,"30/9/2023 10:05:13"
"342","5","5418","4629","2/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"2/10/2023 08:29:49"
"343","2","4967","4629","2/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"2/10/2023 08:52:35"
"344","2","5420","4629","2/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"2/10/2023 08:52:55"
"345","5","4629","4629","2/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"2/10/2023 15:53:48"
"346","5","5422","4629","2/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"2/10/2023 15:54:02"
"347","5","4968","4971","3/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"3/10/2023 16:37:43"
"348","5","5422","4971","3/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"3/10/2023 16:38:01"
"349","2","4967","4971","3/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"3/10/2023 16:38:19"
"350","5","5422","4629","4/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"4/10/2023 08:32:41"
"351","2","4967","4629","4/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"4/10/2023 08:38:23"
"352","2","5420","4629","4/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"4/10/2023 09:00:40"
"353","5","5422","4629","5/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"5/10/2023 08:31:50"
"354","5","4974","4629","5/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"5/10/2023 08:37:41"
"355","2","5420","4629","5/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"5/10/2023 09:21:29"
"356","2","4967","4629","5/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"5/10/2023 09:21:42"
"357","5","5422","4629","6/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"6/10/2023 08:35:40"
"358","5","4629","4629","6/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"6/10/2023 10:59:22"
"359","5","5422","4629","6/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"6/10/2023 10:59:36"
"360","2","4967","4629","7/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"7/10/2023 08:34:30"
"361","2","4967","4629","9/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"9/10/2023 08:54:30"
"362","5","5422","4971","9/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"10/10/2023 08:18:08"
"363","5","5422","4629","10/10/2023","3","2.3","6.9","1/1/1 00:00:00",,"10/10/2023 08:31:51"
"364","2","5418","4629","10/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"10/10/2023 08:32:06"
"365","5","4968","4971","10/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"10/10/2023 15:22:24"
"366","5","2470","4971","10/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"10/10/2023 15:36:33"
"367","4","2472","4971","10/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"10/10/2023 16:43:50"
"368","5","5422","4971","11/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"11/10/2023 09:14:03"
"369","5","5420","4971","11/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"11/10/2023 09:14:18"
"370","2","4967","4971","11/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"11/10/2023 09:14:33"
"371","5","5418","4971","11/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"11/10/2023 09:29:43"
"372","5","4974","4971","11/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"11/10/2023 10:00:29"
"373","5","4866","4971","11/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"11/10/2023 10:00:47"
"374","2","4967","4971","11/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"11/10/2023 16:51:26"
"375","2","1774","4971","11/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"11/10/2023 16:51:39"
"376","5","4968","4971","11/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"11/10/2023 16:53:16"
"377","5","5418","4971","13/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"13/10/2023 08:42:22"
"378","5","5422","4971","13/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"13/10/2023 08:42:36"
"379","5","4968","4971","13/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"13/10/2023 08:42:57"
"380","2","1774","4971","13/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"13/10/2023 09:20:41"
"381","1","4967","4971","13/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"13/10/2023 15:57:01"
"382","5","2470","4971","13/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"13/10/2023 16:28:21"
"383","5","5418","4971","13/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"13/10/2023 16:28:33"
"384","2","1774","4629","16/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"16/10/2023 09:31:00"
"385","2","5420","4629","16/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"16/10/2023 09:31:20"
"386","5","4968","4629","16/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"16/10/2023 09:31:36"
"387","2","4967","4629","16/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"16/10/2023 09:31:48"
"388","5","4968","4971","16/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"16/10/2023 17:30:02"
"389","5","5422","4971","16/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"16/10/2023 17:30:25"
"390","5","5422","4971","17/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"17/10/2023 11:26:28"
"391","2","1774","4971","17/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"17/10/2023 11:26:44"
"392","5","5418","4971","17/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"17/10/2023 16:10:19"
"393","5","5422","4971","18/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"18/10/2023 08:32:20"
"394","5","4968","4971","18/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"18/10/2023 09:42:56"
"395","5","2472","4971","18/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"18/10/2023 16:58:22"
"396","2","4967","4971","19/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"19/10/2023 16:06:06"
"397","2","5420","4971","19/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"19/10/2023 16:06:23"
"398","2","1774","4971","19/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"19/10/2023 16:32:01"
"399","2","4967","4629","23/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"23/10/2023 08:48:49"
"400","2","5420","4629","23/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"23/10/2023 08:49:42"
"401","2","4968","4629","23/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"23/10/2023 08:49:57"
"402","5","5422","4629","23/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"23/10/2023 10:10:17"
"403","5","5418","4629","23/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"23/10/2023 10:19:39"
"404","5","5422","4629","23/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"23/10/2023 16:44:29"
"405","5","5418","4629","24/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"24/10/2023 08:21:07"
"406","5","4629","4629","24/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"24/10/2023 15:13:46"
"407","5","5418","4629","25/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"25/10/2023 08:27:29"
"408","5","4968","4629","25/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"25/10/2023 10:03:33"
"409","2","4967","4971","25/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"25/10/2023 15:47:41"
"410","2","1774","4971","25/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"25/10/2023 15:49:01"
"411","5","4968","4971","25/10/2023","1","2.3","2.3","1/1/1 00:00:00",,"25/10/2023 15:49:29"
"412","2","4967","4629","27/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"27/10/2023 09:13:02"
"413","2","2472","4629","27/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"27/10/2023 09:13:17"
"414","5","5418","4629","27/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"27/10/2023 13:37:41"
"415","5","5418","4629","28/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"28/10/2023 08:27:47"
"416","4","2470","4629","28/10/2023","2","2.3","4.6","1/1/1 00:00:00",,"28/10/2023 08:28:17"
"417","5","5418","4629","1/11/2023","2","2.3","4.6","1/1/1 00:00:00",,"1/11/2023 08:25:25"
"418","2","5420","4629","1/11/2023","2","2.3","4.6","1/1/1 00:00:00",,"1/11/2023 08:25:43"
"419","5","4968","4629","1/11/2023","2","2.3","4.6","1/1/1 00:00:00",,"1/11/2023 08:26:00"
"420","2","1774","4629","1/11/2023","2","2.3","4.6","1/1/1 00:00:00",,"1/11/2023 08:26:18"
"421","2","4967","4629","1/11/2023","2","2.3","4.6","1/1/1 00:00:00",,"1/11/2023 08:26:32"
"422","5","4629","4629","1/11/2023","2","2.3","4.6","1/1/1 00:00:00",,"1/11/2023 08:26:46"
"423","5","4974","4629","1/11/2023","2","2.3","4.6","1/1/1 00:00:00",,"1/11/2023 08:27:09"
"424","5","5422","4629","1/11/2023","2","2.3","4.6","1/1/1 00:00:00",,"1/11/2023 08:27:24"
"425","2","1774","4629","1/11/2023","1","2.3","2.3","1/1/1 00:00:00",,"1/11/2023 13:54:36"
"426","5","4968","4971","1/11/2023","1","2.3","2.3","1/1/1 00:00:00",,"1/11/2023 17:30:44"
"427","2","4967","4629","1/11/2023","1","2.3","2.3","1/1/1 00:00:00",,"1/11/2023 17:40:59"
"428","4","1774","4629","3/11/2023","1","2.3","2.3","1/1/1 00:00:00",,"3/11/2023 08:07:28"
"429","5","5418","4629","3/11/2023","2","2.3","4.6","1/1/1 00:00:00",,"3/11/2023 08:25:14"
"430","4","4967","4629","3/11/2023","1","2.3","2.3","1/1/1 00:00:00",,"3/11/2023 08:55:53"
"431","4","5420","4629","3/11/2023","1","2.3","2.3","1/1/1 00:00:00",,"3/11/2023 08:56:07"
"432","5","5422","4971","4/11/2023","1","2.3","2.3","1/1/1 00:00:00",,"4/11/2023 09:33:31"
"433","5","5422","4971","3/11/2023","1","2.3","2.3","1/1/1 00:00:00",,"4/11/2023 09:33:48"
"434","5","5422","4971","7/11/2023","2","2.3","4.6","1/1/1 00:00:00",,"7/11/2023 08:29:15"
"435","4","1774","4629","7/11/2023","1","2.3","2.3","1/1/1 00:00:00",,"7/11/2023 16:34:28"
"436","4","4967","4629","7/11/2023","1","2.3","2.3","1/1/1 00:00:00",,"7/11/2023 16:34:42"
"437","4","5420","4629","7/11/2023","1","2.3","2.3","1/1/1 00:00:00",,"7/11/2023 16:34:57"
"438","4","4967","4629","8/11/2023","1","2.3","2.3","1/1/1 00:00:00",,"8/11/2023 08:29:08"
"439","4","5420","4629","8/11/2023","1","2.3","2.3","1/1/1 00:00:00",,"8/11/2023 08:29:28"
"440","4","1774","4629","9/11/2023","1","2.3","2.3","1/1/1 00:00:00",,"9/11/2023 13:37:12"
"441","4","4967","4629","9/11/2023","1","2.3","2.3","1/1/1 00:00:00",,"9/11/2023 13:37:27"
"442","5","5422","4971","9/11/2023","1","2.3","2.3","1/1/1 00:00:00",,"9/11/2023 16:58:45"
"443","5","4629","4629","9/11/2023","2","2.3","4.6","1/1/1 00:00:00",,"9/11/2023 17:11:56"
"444","5","5422","4971","10/11/2023","2","2.3","4.6","1/1/1 00:00:00",,"10/11/2023 17:07:03"
"445","2","4967","4629","11/11/2023","3","2.3","6.9","1/1/1 00:00:00",,"11/11/2023 09:18:43"
"446","2","5420","4629","11/11/2023","2","2.3","4.6","1/1/1 00:00:00",,"11/11/2023 09:19:01"
"447","5","5418","4629","13/11/2023","2","2.3","4.6","1/1/1 00:00:00",,"13/11/2023 08:21:26"
"448","5","4968","4629","13/11/2023","1","2.3","2.3","1/1/1 00:00:00",,"13/11/2023 08:31:21"
"449","2","4967","4629","13/11/2023","1","2.3","2.3","1/1/1 00:00:00",,"13/11/2023 09:51:16"
"450","2","1774","4971","14/11/2023","1","2.3","2.3","1/1/1 00:00:00",,"14/11/2023 09:29:12"
"451","2","5420","4971","14/11/2023","1","2.3","2.3","1/1/1 00:00:00",,"14/11/2023 09:29:37"
"452","1","4967","4971","14/11/2023","2","2.3","4.6","1/1/1 00:00:00",,"14/11/2023 09:29:53"
